Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,"{Temperature},{Humdity}",Weather Type
6.5,1.0,clr,1021.27,7,Summer,9.5,inland,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Sunny
4.0,18.0,cleer,1028.11,6,Summer,7.0,coastal,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Sunny
12.5,39.0,overcast,1000.61,1,Winter,6.5,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Cloudy
15.0,44.0,overcast,948.41,3,Autumn,1.5,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Sunny
12.5,65.0,partly cloudy,1073.24,11,Spring,3.0,mountain,"{""Temperature"": {""value"": -20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Sunny
4.0,11.0,partly cloddy,1025.54,9,Summer,7.5,inland,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 37, ""unit"": ""%""}}",Sunny
5.5,73.0,overcast,997.04,3,Autumn,3.5,mountain,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
0.004166666666666667KM/S,74.0,overcast,993.6,1,Winter,3.5,inland,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 98, ""unit"": ""%""}}",Snowy
0.0038888888888888888KM/S,84.0,overcast,1003.45,0,Summer,3.0,coastal,"{""Temperature"": {""value"": 64.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Cloudy
3.0,16.0,clr,1029.8,8,Autumn,5.0,coastal,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 47, ""unit"": ""%""}}",Sunny
9.0,52.0,overcast,990.06,0,Spring,1.5,inland,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
5.5,29.0,overcast,965.32,3,Spring,14.5,inland,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 37, ""unit"": ""%""}}",Snowy
7.0,50.0,partly cloudy,1012.72,2,Winter,3.0,coastal,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
5000.0M/H,28.0,partly cloudy,1009.8,4,Spring,9.0,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
3.0,14.0,clear,1015.9,11,Spring,8.0,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 21, ""unit"": ""%""}}",Sunny
6.5,3.0,Clear,1015.23,9,Summer,9.5,inland,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 40, ""unit"": ""%""}}",Sunny
0.005416666666666667KM/S,94.0,overcast,986.3,1,Winter,2.0,inland,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Snowy
6.0,19.0,clear,1012.34,9,Winter,7.5,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Sunny
1.0,53.0,overcast,983.97,1,Winter,1.0,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Snowy
5.0,77.0,partly cloudy,980.26,1,Winter,3.0,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Snowy
0.5,14.0,partly CLOUDY,1013.75,10,Winter,6.0,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Sunny
0.0KM/S,3.0,clear,1029.06,8,Spring,6.0,inland,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 42, ""unit"": ""%""}}",Sunny
9.5,6.0,partly cloudy,1029.8,5,Summer,7.5,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 38, ""unit"": ""%""}}",Sunny
9.5,16.0,partly cloudy,1017.07,11,Spring,5.5,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 23, ""unit"": ""%""}}",Sunny
20.5,95.0,Party cloudy,1027.4,11,Summer,8.0,coastal,"{""Temperature"": {""value"": 51.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Sunny
11.5,37.0,partly cloudy,1000.52,4,Summer,7.0,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
11.5,39.0,partly Cloudy,1003.1,4,Autumn,8.0,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Cloudy
5.5,18.0,Party cloudy,1022.63,6,Spring,6.5,mountain,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Sunny
3.0,31.0,partly cloudy,1015.74,1,Autumn,4.5,coastal,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 30, ""unit"": ""%""}}",Cloudy
24.0,95.0,partly cloddy,1014.22,9,Summer,4.5,mountain,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
9.5,35.0,cloudy,950.17,0,Winter,14.0,coastal,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Sunny
0.5,7.0,Clear,1014.08,11,Autumn,8.5,coastal,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 25, ""unit"": ""%""}}",Sunny
8.0,40.0,partly cloudy,1001.7,4,Autumn,6.5,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
19.0,96.0,overcast,982.05,1,It rains every day....,3.0,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
8.5,91.0,overcast,1004.24,0,Spring,5.0,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
1.0,68.0,partly cloudy,920.85,14,you can call it Autumn or Fall ,8.0,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
11.0,57.0,partly CLOUDY,896.76,3,Spring,19.0,mountain,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Sunny
9.0,65.0,overcast,997.49,0,Winter,3.0,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
9.5,14.0,Party cloudy,1001.57,3,Spring,9.0,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
14.0,29.0,partly cloudy,1007.08,2,Spring,8.5,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
6.0,78.0,overcast,1015.87,3,Spring,4.0,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
8.5,0.0,clear,1011.35,9,Summer,8.5,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Sunny
6.5,99.0,overcast,996.32,3,Autumn,4.0,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Rainy
19.5,85.0,overcast,1018.4,2,Spring,4.5,mountain,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
4.5,43.0,partly cloudy,1004.93,4,Spring,6.0,coastal,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
3.5,6.0,Clr,1014.12,8,Winter,6.0,inland,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Sunny
13.5,81.0,overcast,1006.73,3,you can call it Autumn or Fall ,2.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
26.0,93.0,overcast,982.48,0,Winter,2.0,mountain,"{""Temperature"": {""value"": 7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Snowy
16.0,59.0,overcast,1012.16,2,Wentar,4.0,mountain,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
9.0,17.0,Clr,1012.59,5,Winter,9.0,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Sunny
1.0,76.0,cloudy,1084.82,8,Winter,11.0,coastal,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 33, ""unit"": ""%""}}",Snowy
13.5,24.0,partly cloudy,1015.2,4,Autumn,5.5,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
19.5,85.0,Clear,1020.91,4,Spring,12.0,coastal,"{""Temperature"": {""value"": 40.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Sunny
0.0031944444444444446KM/S,56.0,overcast,981.6,1,Winter,1.5,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
13.5,77.0,overcast,990.92,1,Winter,4.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
14.0,57.0,overcast,996.71,1,Wentar,2.5,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
1.0,97.0,overcast,990.5,0,Winter,2.0,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Snowy
14.0,79.0,overcast,997.57,1,Winter,2.0,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
3.5,22.0,overcast,1018.95,3,Winter,7.0,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
3.0,14.0,partly cloudy,1021.19,9,Summer,9.5,coastal,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Sunny
0.5,16.0,clear,1021.6,5,Spring,9.5,inland,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 21, ""unit"": ""%""}}",Sunny
1.0,4.0,clear,1017.97,5,Autumn,10.0,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Sunny
27.5,102.0,partly cloddy,1003.99,4,Autumn,5.0,coastal,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Cloudy
0.0,6.0,clear,1010.85,10,Summer,8.5,mountain,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 45, ""unit"": ""%""}}",Sunny
17.5,57.0,overcast,991.36,0,Winter,1.0,mountain,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Snowy
1.5,25.0,partly cloudy,1006.93,4,Autumn,7.0,inland,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
8000.0M/H,63.0,overcast,981.17,0,Winter,2.5,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Snowy
9.0,19.0,overcast,1008.6,4,Spring,8.5,mountain,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
4.0,74.0,overcast,982.18,0,Winter,3.0,mountain,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Snowy
17500.0M/H,81.0,overcast,995.8,6,Winter,4.0,inland,"{""Temperature"": {""value"": -24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 100, ""unit"": ""%""}}",Snowy
0.0022222222222222222KM/S,30.0,partly cloudy,1012.78,3,Spring,8.0,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
14.0,67.0,partly cloudy,1013.77,8,Winter,12.5,inland,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Sunny
5.0,85.0,overcast,991.31,2,Summer,4.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Rainy
12.0,33.0,overcast,1001.35,2,Summer,9.0,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
19.5,59.0,overcast,1012.87,3,Winter,4.0,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Rainy
2.5,49.0,cloudy,851.14,3,Winter,15.5,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Sunny
11.0,80.0,partly cloddy,1015.62,1,Spring,5.0,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
4.0,91.0,overcast,996.57,0,Winter,4.0,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Snowy
0.005555555555555556KM/S,58.0,partly cloudy,995.92,1,Winter,2.5,mountain,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Snowy
11.0,14.0,partly cloudy,1000.36,1,Autumn,5.5,inland,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
9.0,76.0,overcast,1009.19,2,Spring,4.0,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
1.0,84.0,overcast,997.14,0,Winter,2.5,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
2.0,9.0,partly cloddy,1014.44,9,Spring,8.5,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Sunny
1.5,10.0,clear,1016.28,11,you can call it Autumn or Fall ,10.0,inland,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 44, ""unit"": ""%""}}",Sunny
15.0,108.0,overcast,999.33,11,Winter,4.0,inland,"{""Temperature"": {""value"": -14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Snowy
14.5,14.0,overcast,1003.45,4,Winter,5.5,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Cloudy
8.0,75.0,partly cloddy,993.3,1,trees lose their leaves in this time,3.5,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
14.0,10.0,partly cloudy,1000.04,1,you can call it Autumn or Fall ,8.0,coastal,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Cloudy
0.0009722222222222222KM/S,29.0,partly cloudy,1019.41,3,Summer,7.0,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Cloudy
6.0,26.0,overcast,1012.42,1,Spring,2.5,inland,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 45, ""unit"": ""%""}}",Sunny
2.5,89.0,partly CLOUDY,993.98,0,It rains every day....,3.5,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Snowy
14000.0M/H,80.0,overcast,1005.61,3,Summer,4.0,coastal,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
6.0,13.0,overcast,1000.6,3,Spring,7.5,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Cloudy
6.5,0.0,partly Cloudy,1015.19,9,Summer,7.0,inland,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Sunny
10.5,89.0,partly cloudy,987.24,0,Winter,1.5,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Snowy
2500.0M/H,39.0,overcast,1006.73,1,Winter,8.0,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
37.5,105.0,partly cloddy,1018.64,5,Spring,2.0,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Rainy
7.0,10.0,cleer,1015.41,10,Autumn,8.0,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 43, ""unit"": ""%""}}",Sunny
15000.0M/H,51.0,overcast,994.04,0,Winter,2.0,mountain,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Snowy
6.5,54.0,partly cloddy,991.63,3,Summer,1.5,mountain,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
1.0,8.0,Party cloudy,1021.91,7,Spring,7.5,inland,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 23, ""unit"": ""%""}}",Sunny
0.5,49.0,partly cloddy,1019.58,1,Spring,6.5,mountain,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Cloudy
11.5,95.0,partly cloddy,1011.46,0,Summer,4.5,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Rainy
8.0,91.0,overcast,992.8,2,Spring,5.0,inland,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Rainy
13.5,71.0,overcast,1018.8,2,Autumn,3.5,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Rainy
8.5,10.0,clear,1023.11,5,Summer,6.5,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 22, ""unit"": ""%""}}",Sunny
20.5,77.0,partly cloudy,1012.82,7,Autumn,2.5,coastal,"{""Temperature"": {""value"": 60.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Rainy
20.5,91.0,clear,1013.2,12,Summer,3.0,mountain,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Sunny
0.5,49.0,Party cloudy,1008.36,4,Winter,8.5,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
1500.0M/H,17.0,overcast,1005.52,1,Spring,8.5,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
8.0,27.0,partly Cloudy,1011.53,4,Spring,5.5,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
16.0,80.0,overcast,995.24,1,Wentar,4.0,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
14.0,93.0,overcast,989.23,1,Winter,3.5,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
8.0,1.0,clear,1021.46,9,Spring,6.5,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Sunny
14.0,88.0,partly cloudy,998.62,0,Autumn,11.5,mountain,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
0.002638888888888889KM/S,21.0,Party cloudy,1018.91,1,Winter,7.5,inland,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Cloudy
4.0,93.0,cloudy,969.49,11,Winter,10.0,inland,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Rainy
13.5,89.0,overcast,997.55,1,Winter,3.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Snowy
0.0031944444444444446KM/S,96.0,clear,1016.87,14,Summer,2.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Sunny
7.5,33.0,partly cloudy,1001.14,4,Winter,7.5,mountain,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Cloudy
16.0,90.0,partly cloddy,1000.92,0,Winter,3.0,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Rainy
12.5,20.0,partly cloudy,1016.25,4,Winter,7.0,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
4.0,13.0,clear,1023.36,6,Wentar,5.5,coastal,"{""Temperature"": {""value"": 42.0, ""unit"": ""C""}, ""Humidity"": {""value"": 52, ""unit"": ""%""}}",Sunny
0.0033333333333333335KM/S,80.0,partly Cloudy,1013.13,10,Autumn,7.0,coastal,"{""Temperature"": {""value"": 73.0, ""unit"": ""C""}, ""Humidity"": {""value"": 108, ""unit"": ""%""}}",Sunny
6.0,93.0,overcast,992.16,0,Wentar,5.0,inland,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Snowy
13.5,81.0,overcast,998.64,0,Winter,3.5,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Snowy
14.0,20.0,cloudy,863.05,2,Autumn,15.5,coastal,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Sunny
13.0,19.0,partly Cloudy,1019.26,4,Summer,5.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
4.0,3.0,partly cloudy,1024.99,8,Winter,5.5,mountain,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 39, ""unit"": ""%""}}",Sunny
0.0038888888888888888KM/S,65.0,overcast,997.76,1,Winter,4.5,mountain,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Snowy
0.5,12.0%,over cast,1013.68,4,Autumn,7.0,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
1.5,56.0percent,OVRCST,998.52,0,Winter,2.5,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Snowy
17.0,60.0,partly Cloudy,998.15,2,Autumn,4.0,inland,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Rainy
7.5,79.0,overcast,981.76,1,Winter,4.5,inland,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Snowy
19.5,88.0,overcast,1017.88,6,winter,5.5,inland,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
1.0,2.0,clear,1027.03,10,Spring,5.5,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Sunny
13.0,56.0,overcast,841.83,14,Spring,19.5,coastal,"{""Temperature"": {""value"": -13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Rainy
